title,author,publisher,series,sales_date,isbn,price,item_url,image_url,description,availability
西行,高橋英夫 著,岩波書店,岩波新書,1993.5,4004302773,880,https://books.rakuten.co.jp/rb/590340/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430277.jpg,桜に生き、桜に死す…、西行といえば花。さらに旅から旅への漂泊の人として、世を捨てた隠遁の人としても、さまざまの神話に彩られている。西行ほど憧れと親しみを抱かれ続けてきた歌人はいない。西行の代表的な歌を読み込み、全国の遺蹟を訪ねることを通して、虚実の相乱れる西行神話を解体し、日本文学史上に燦然と輝く歌人の心に迫る。,1
芸人,永六輔 著,岩波書店,岩波新書,1997.10,4004305284,836,https://books.rakuten.co.jp/rb/924524/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5286/9784004305286.jpg,「人間である前に芸人であってほしい！」「客がよくなきゃ芸人は育ちません。芸人が育つような客が少なくなりました」-語録と対談・講演録を読み進むうちに、思わず笑い、ハッとさせられ、生きることの面白さを実感する。著者いわく、「僕は芸人という言葉に憧れと尊敬の念をいだいています。」ご存じ六輔ワールド、いよいよ快調。,1
伝言,永六輔 著,岩波書店,岩波新書,2004.2,4004308771,836,https://books.rakuten.co.jp/rb/1644551/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430877.jpg,いまこそ伝えなければいけない言葉がある。それをわかりやすく、楽しく、美しく伝えたい。人びとが暮らしのなかでつぶやいた智恵の言葉を核にしつつ、政治や教育そしてメディア・医療を縦横に語る。著者いわく、「いま、一番言いたいことを書きました」。おなじみ六輔ワールド、ますますパワーアップ。,1
蕪村,藤田真一 著,岩波書店,岩波新書,2000.12,4004307058,836,https://books.rakuten.co.jp/rb/1303185/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430705.jpg,「菜の花や月は東に日は西に」「稲づまや波もてゆへる秋津しま」など、親しまれ続ける名句を生んだ蕪村。画業にも秀でた才人であった彼の「詩」を貫いていたものは何か。「芭蕉再評価」の時代にあった蕪村の位置を一門の様子を交えて明らかにし、近代以後の受容も追いながら、真の魅力を綿密な構想力と自由な創意に着目して解説する。,1
日本酒,秋山裕一 著,岩波書店,岩波新書,1994.4,4004303346,792,https://books.rakuten.co.jp/rb/653585/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3343/9784004303343.jpg,口中にふわりと広がる芳醇な香り、するりとすべって五臓六腑にしみわたる爽やかなのどごし…。人を引きつけてやまない日本酒の魅力の裏には、自然の力の絶妙なバランスと、それを最大限生かそうとする蔵人や研究者たちの心意気がある。日本酒の不思議と味わいのポイント、その起源からバイオテクノロジーの現在までを縦横に語る。,1
精神病,笠原嘉 著,岩波書店,岩波新書,1998.10,4004305810,858,https://books.rakuten.co.jp/rb/1011741/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430581.jpg,精神病の中で分裂病は、今なお原因不明の難病であり、患者数も多い。しかし、近年は治療法も進み成果も大きく上がっている。症状や経過の特徴、原因の究明、治療法から患者の社会復帰、医療の体制、福祉のあり方にいたるまで、長年分裂病の臨床にたずさわり、それをとりまく問題を考察してきた著者が懇切ていねいに解説する。,1
遣唐使,東野治之 著,岩波書店,岩波新書,2007.11,9784004311041,1122,https://books.rakuten.co.jp/rb/5150940/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1041/9784004311041.jpg,中国で、遣唐留学生「井真成」の墓誌が発見されたというニュースは、まだ耳に新しい。国家の使節として、また留学生・留学僧として海を渡った人々は何を担い、何を求め、何を得てきたのだろうか。遣隋使と遣唐使を統一的にとらえる視点から、七、八、九世紀の約三百年にわたる日本古代外交の実態と、その歴史的な意義を読み解いていく。,1
源頼朝,永原慶二 著,岩波書店,岩波新書,1992.8,4004130980,990,https://books.rakuten.co.jp/rb/1722763/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0987/9784004130987.jpg,"1 はじめに

2 おいたち
 1 出生
 2 元服の前後
 3 平治の乱

3 配流の時代
 1 蛭ガ小島
 2 政子とのであい
 3 北条時政
 4 関東武士団
 5 転機

4 時勢の奔流
 1 平氏の進出
 2 支配層の分裂
 3 鹿ガ谷事件
 4 清盛のクーデタ
 5 農村の情勢
 6 源頼政の挙兵

5 挙兵
 1 緒戦・敗走
 2 再挙・鎌倉へ
 3 富士川合戦

6 権力への道
 1 平氏政権のゆきづまり
 2 関東の地固め
 3 密奏
 4 義仲の進出
 5 東国沙汰権
 6 平氏討滅

7 鎌倉幕府
 1 鎌倉殿
 2 義経追放
 3 「天下草創之時」
 4 守護・地頭
 5 二つの政権

8 政権安定の方策
 1 政治的分野の限定
 2 奥州征服
 3 上洛・征夷大将軍
 4 「天下之政道」

9 晩年・死・のこされた課題
 1 晩年・王朝対策の誤算
 2 死・のこされた課題

 史料と参考文献
 関係年表

 あとがき",1
活断層,松田時彦 著,岩波書店,岩波新書,1995.12,4004304237,858,https://books.rakuten.co.jp/rb/775164/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4234/9784004304234.jpg,,1
術語集. 2,中村雄二郎 著,岩波書店,岩波新書,1997.5,4004305047,836,https://books.rakuten.co.jp/rb/885536/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430504.jpg,不透明感を増す現代を、根底から照らすキーワードを精選しておくる、ベストセラーの続編。「悪」「記憶」「宗教」「哲学」「物語」といった基本となる用語から、「アフォーダンス」「オリエンタリズム」「脳死」「歴史の終わり」など現在みおとすことのできないテーマまで、全四十項目を一新。緊密に関連づけられた叙述から明晰な認識が導かれる。,1
太宰治,細谷博 著,岩波書店,岩波新書,1998.5,4004305608,814,https://books.rakuten.co.jp/rb/1674182/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5606/9784004305606.jpg,波乱に富んだ人生を送った太宰治は没後五十年を迎える。多くの、特に若い読者を引きつけ続けた作品群は、いま私たちに何を問いかけるのか。『女生徒』『斜陽』等の多様な「語り」の魅力、『お伽草紙』『人間失格』などに響く人間賛歌を、誠実な「読み」から導き、確かな構成力と洒脱な精神を併せ持った作家・太宰の姿を、時代を追って描く。,1
酸性雨,石弘之 著,岩波書店,岩波新書,1992.5,4004302307,858,https://books.rakuten.co.jp/rb/532339/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2308/9784004302308.jpg,森林が突然枯死し、湖から魚たちが消え、自由の女神が溶けていく…。いまや酸性雨は欧米のみならず日本や中国、アフリカ、さらには北極海まで世界中に降り注ぎ、深刻な被害をもたらしている。９０数ヵ国を訪れた著者が現状を報告し、同時に酸性雨に立ち向かう市民運動の活躍を伝える。私たちの生活を問い直させずにはおかない１冊。,1
ハワイ,山中速人 著,岩波書店,岩波新書,1993.7,4004302919,880,https://books.rakuten.co.jp/rb/605586/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2919/9784004302919.jpg,日本人のパラダイス、ワイキキだけがハワイではない。米国本土よりも成功しているとされるユニークな多民族社会、ゴルフ場やホテル開発で圧迫されながらも、沈黙を破って発言し始めた先住民、個性的で美しい島々、軍事戦略の中で重要な役割を担ってきた基地…。ハワイなんて、と決め込んでいる人の見方も突き崩すガイドブックの誕生。,1
季語集,坪内稔典 著,岩波書店,岩波新書,2006.4,4004310067,990,https://books.rakuten.co.jp/rb/4023206/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00431006.jpg,"季語を楽しむ

春
　【時候】立春/光の春/春はあけぼの/木の根開く/啓蟄/春寒/彼岸の入り/永日/春宵/蛙の目借り時/春昼/魚島時/行く春/【天文】淡雪/春一番/貝寄風/陽炎/春の月/菜種梅雨/朧/春風/【地理】薄氷/水温む/春の土/春の滝/春の川/春の潮/【生活、行事】花菜漬/バレンタインデー/花粉飛ぶ/野焼き/春の匂い/卒業/春の風邪/雛の家/お水取り/挿し木/朝寝/球春/はんなり/草餠/釘煮/あんパン/春愁/風車/野遊び/新入社員/筍と若布のたいたん/遍路/虚子忌/啄木忌/【動物】猫の恋/白魚/春の河馬/雲雀/燕/蛍烏賊/亀鳴く/磯巾着/蛙/雉/【植物】梅が香/レタス/椿/いぬふぐり/蕗の薹/種漬花/菜の花/葦の角/桜/えんどうの花/チューリップ/菫/藤の花/白詰草

夏
　【時候】麦の秋/リラ冷え/明易し/晩夏/【天文】青嵐/ブルーヘイズ/青葉雨/虹/青梅雨/梅雨闇/炎天/夕凪/雲の峰/西日/夕焼け/雷/晩夏光/【地理】青岬/【生活、行事】鯉幟/森林浴/祭り/草刈り/新茶/鯨来る/水無月/汗/デッキチェア/溝さらい/雨ふり小僧/浴衣/昼寝/ビール/氷菓子/祇園祭/花氷/海水浴/サーフボード/夏瘦せ/端居/帰省/キャンプ/花火/桜桃忌/独歩忌/河童忌/鬼貫忌/原爆忌/敗戦日/【動物】時鳥/郭公/毛虫/クサギの虫/蚯蚓/蟻/蛇/蝙蝠/女郎蜘蛛/赤い河馬/蛍/蠅/蝸牛/金魚/鮎/小鰺/鱧の皮/蛸/河童/【植物】薔薇/馬鈴薯の花/桐の花/睡蓮/夏草/柿若葉/ジューンドロップ/榎/くすぐりの木/筍/夏みかん/桑の実/枇杷/トマト/黴

秋
　【時候】立秋/二百十日/新涼/残暑/秋の宵/さわやか/秋彼岸/夜寒/夜長/秋の日/雀海に入りて蛤となる/暮秋/【天文】野分/海鳴り/月夜/月光/十五夜/星月夜/露/爽籟/秋空/天高し/いわし雲/後の月/秋日和/【地理】秋の川/【生活、行事】踊り/生御魂/盆飯/茄子の馬/俳句の日/草泊まり/登高/月見/団子盗み/老人の日/柿の木問答/秋祭り/けんか祭り/ハロウィーンと亥の子/秋の灯/栗飯/新米/紅葉狩り/おしまいやす/子規忌/【動物】草雲雀/小鳥来る/秋の蚊/秋の蛇/虫の声/いなご/赤蜻蛉/ひよどり/【植物】猫じゃらし/鉄道草/鳳仙花/草の花/すすき/萩の花/葛の花/露草/思い草/野菊/曼珠沙華/菊/糸瓜/稲/莢隠元/さつまいも/丹波の黒豆/青蜜柑/栗/椎の実/林檎/柿/木守り柿/照葉/茸

冬 新年
　【時候】冬/神無月/小春/師走/冬至/年の瀬/松の内/底冷え/大寒/春隣/節分/【天文】小春日和/時雨/木枯し/すきま風/風花/北颪/寒月/冬の星/【地理】枯れ野/冬の庭/山眠る/雪嶺/【生活、行事】七五三/雑炊/夜話/毛糸編む/マフラー/セーター/懐炉/湯豆腐/義士祭/障子/鼻水/風呂吹き/終い弘法/火事/柚子湯/クリスマス/冬籠り/仕事始め/なずな打つ/十日戎/成木責め/かじかむ/おでん/煮凝り/雪女郎/日向ぼっこ/探梅/【動物】水鳥/鶴/海鼠/【植物】石蕗の花/帰り花/枯尾花/落葉/水仙/枇杷の花/枯れ草/大根/葱/冬苺/蜜柑",1
夢分析,新宮一成 著,岩波書店,岩波新書,2000.1,4004306531,880,https://books.rakuten.co.jp/rb/1125060/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6535/9784004306535.gif,忘れていた幼年期の記憶を呼びもどし、自らの存在の根源を再確認するー人間精神の深層にある無意識のこの欲望こそが、我々が夢を見る理由である。夢はどのようなしくみによってその欲望を満たすのか。夢に登場してくるさまざまな内容は何を象徴するのか。気鋭の精神分析家が豊富な実例分析をもとに大胆に夢の本質に迫る。,1
戦争論,多木浩二 著,岩波書店,岩波新書,1999.9,4004306329,792,https://books.rakuten.co.jp/rb/1093621/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430632.jpg,すさまじい暴力と破壊の爪痕を人類の歴史にのこした二つの世界大戦、そして今なおつづく内戦、民族紛争…。二〇世紀とはまさに戦争の世紀だった。世界はなぜ戦争になるのか？われわれは戦争という暴力をどのように認識し、いかなる言葉で語るべきなのか？新たな思想的枠組みを探り二〇世紀をとらえかえす歴史哲学の探究。,1
超伝導,中嶋貞雄 著,岩波書店,岩波新書,1988.1,4004300096,587,https://books.rakuten.co.jp/rb/9165062/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,セラミック超伝導体の発見は世界中に科学史上空前のフィーバーを巻き起こした。現代の話題の中心、超伝導とはいったい何なのか。そのテクノロジーにはどのような可能性があり、いかなるインパクトを社会に与えるのか。現代物理学はこれをどこまで解明しているのか。超伝導物理の第一人者が超伝導のすべてを明快に解き明かす。,1
李白,"A.ウェイリー 著 , 小川環樹, 栗山稔 訳",岩波書店,岩波新書. 評伝選,1994.10,4000038613,1708,https://books.rakuten.co.jp/rb/686885/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif,,1
肺の話,木田厚瑞 著,岩波書店,岩波新書,1998.10,4004305829,858,https://books.rakuten.co.jp/rb/1011742/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430582.jpg,人体で最大の容積をもち、唯一外界に開放した臓器＝肺。そのために大気や室内空気中の有害物質の影響を受けやすく、つねにＳＯＳ信号を発している。気管支ぜんそく、インフルエンザ、さらに睡眠時無呼吸症候群や肺がん。それらを予防するための暮らし方、ＳＯＳ信号のよみ方、治療の心得など、肺と上手につきあっていく方法を示す。,1
親と子,永六輔 著,岩波書店,岩波新書,2000.1,4004306558,836,https://books.rakuten.co.jp/rb/1125052/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430655.jpg,「お互い本気で勝負しなければダメ」-親は子ときちんと向かい合おう、伝えるべきはちゃんと伝えよう。父の手紙や母の遺言、さらには妻・娘の座談会など、著者自身の素顔をまじえつつ展開する紙上バラエティ！いよいよ六輔辻説法は佳境に。同時刊行の『夫と妻』とあわせ、人間関係のタテヨコを智恵の言葉で縦横に語り出す。,1
新選組,松浦玲 著,岩波書店,岩波新書,2003.9,4004308550,902,https://books.rakuten.co.jp/rb/1594885/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430855.jpg,文久三年（一八六三）、幕末の京都に誕生した新選組は、「尽忠報国」を掲げながら攘夷ができず、不本意にも市街の見廻り役として行動した。しかし、翌年の四ヶ国艦隊下関砲撃を機に社会情勢は攘夷から開国へと激変する。彼らは、この事態にどのように対応したのか？近藤勇の書簡等を読み解きながら、結成から終焉まで、その実像に迫る。,1
判断力,奥村宏 著,岩波書店,岩波新書,2004.4,4004308879,770,https://books.rakuten.co.jp/rb/1665647/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430887.jpg,"はじめに

1　なぜ判断を誤るのか

第一章　情報と判断
　1　事件の読み方
　2　ゾルゲの判断
　3　内部情報
　4　ケインズの株式投資術
　5　銀行合併の大誤報事件
　6　情報操作

第二章　権力への意志
　1　鉄のペンタゴン
　2　「御用学者」の役割
　3　転向──戦前と戦後
　4　オーウェルの指摘
　5　権力志向が判断を誤らせる

第三章　陰謀理論
　1　バブル崩壊の仕掛け人
　2　BIS規制と国際会計基準の統一
　3　アジア通貨危機
　4　ワシントン・コンセンサス
　5　ユダヤ人の陰謀説
　6　「アメリカ帝国」論

第四章　判断と責任
　1　政治家の無責任
　2　経営者の責任観念
　3　責任観念のない学者
　4　無責任資本主義の構造

2　判断力のない人

第一章　政治家と経営者
　1　アメリカに判断を任せる政治家
　2　「日本版ビッグバン」の失敗
　3　アメリカの経営者
　4　判断しない経営者

第二章　会社人間
　1　日本の会社の意思決定方式
　2　組織の判断に任せる
　3　カンパニーマンの終焉
　4　内部告発

第三章　「輸入理論」学者
　1　高橋亀吉と経済学者
　2　現場に学ぶ研究体験
　3　十歩で倒れる「竹馬の思想」
　4　バブル学者
　5　学者の「擬態性難解症」

第四章　ジャーナリスト
　1　イトマン事件の報道
　2　肥大化した新聞社
　3　新聞社はいびつな株式会社
　4　独立したジャーナリスト

3　判断力をつけるために

第一章　現実から学ぶ
　1　新聞を読んで切り抜きを作る
　2　尾崎秀実の方法
　3　切り抜きの効用
　4　ゼミ三原則

第二章　歴史から学ぶ
　1　一九二九年大恐慌
　2　バブルはなぜ発生したのか
　3　財閥解体の評価
　4　高度成長をどう判断したか

第三章　論争のすすめ
　1　日本資本主義論争
　2　論争しなくなった学者
　3　論争の思い出
　4　批評のあり方

第四章　実学の思想
　1　実学とは何か
　2　経済学者にだまされるな
　3　大学教育の改革

結　び",1
日本語. 上,金田一春彦 著,岩波書店,岩波新書,1988.1,4004300029,1034,https://books.rakuten.co.jp/rb/291581/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0021/9784004300021.jpg,"序章　日本語はどういう言語か

1　世界のなかの日本語

　一　国語としての日本語

　二　日本語の多様性

　三　外国語と日本語

　四　日本語の有力性

2　発音から見た日本語

　一　日本語の発音の単位

　二　母音・子音と発音の美しさ

　三　拍の種類とその組合わせ

　四　旋律とリズム

　五　日本人の音感覚

3　語彙から見た日本語

　一　語彙の数と体系

　二　語彙の構成

　三　単語の形態

　四　自然関係の語彙

　五　人間関係の語彙

　六　生活関係の語彙

　七　社会関係の語彙

　八　抽象的な意味をもつ語彙

　九　単語の成立

一〇　日本人の愛用語句",1
読書力,齋藤孝 著,岩波書店,岩波新書,2002.9,4004308011,1012,https://books.rakuten.co.jp/rb/1485867/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0043/00430801.jpg,"まえがき

序 読書力とは何か
　「本を読む読まないは自由」か
　読書してきた人間が「本は読まなくてもいい」というのはファウル
　「読書力がある」の基準は？
　精神の緊張を伴う読書
　文庫のスタイルに慣れる
　新書五十冊
　本は高いか
　要約を言えることが読んだということ
　新書は要約力を鍛える
　読書力検定がもしあったら
　社会で求められる実践的読書力
　なぜ百冊なのか
　有効期限は四年
　本は「知能指数」で読むものではない
　「小学校時代は本を読んだけど」の謎
　定期試験に読書問題を入れる
　顎を鍛える食らうべき書
　歯が生え替わった本
　日本は読書立国
　総ルビ文化・世界文学の威力
　読書力は日本の含み資産
　the BookがないからBooksが必要だった

1 自分をつくる──自己形成としての読書──
　1 複雑さを共存させる幅広い読書
　2 ビルドゥング(自己形成としての教養)
　3 「一人になる」時間の楽しさを知る
　4 自分と向き合う厳しさとしての読書
　5 単独者として門を叩く
　6 言葉を知る
　7 自分の本棚を持つ喜び
　8 繫がりながらずれていく読書
　9 本は背表紙が大事
　10 本は並べ方が大事
　11 図書館はマップづくりの場所
　12 経験を確認する
　13 辛い経験を乗り越える
　14 人間劇場
　15 読書自体が体験となる読書
　16 伝記の効用
　17 ためらう=溜めること
　18 「満足できるわからなさ」を味わう

2 自分を鍛える──読書はスポーツだ──
　1 技としての読書
　2 読み聞かせの効用【ステップ1】
　3 宮沢賢治の作品が持つイメージ喚起力
　4 自分で声に出して読む【ステップ2】
　5 音読の技化
　6 音読で読書力をチェックする
　7 読書は身体的行為である
　8 線を引きながら読む【ステップ3】
　9 三色ボールペンで線を引く
　10 読書のギアチェンジ【ステップ4】
　11 脳のギアチェンジ

3 自分を広げる──読書はコミュニケーション力の基礎だ──
　1 会話を受けとめ、応答する
　2 書き言葉で話す
　3 漢語と言葉を絡ませる
　4 口語体と文語体を絡み合わせる
　5 ピンポンと卓球
　6 本を引用する会話
　7 読書会文化の復権
　8 マッピング・コミュニケーション
　9 みんなで読書クイズをつくる
　10 本を読んだら人に話す
　11 好きな文を書き写して作文につなげる
　12 読書トレーナー
　13 本のプレゼント

　文庫百選 「読書力」おすすめブックリスト",1
仕事術,森清 著,岩波書店,岩波新書,1999.11,4004306450,814,https://books.rakuten.co.jp/rb/1110583/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6450/9784004306450.jpg,「公私融合」をキーワードに、組織に従属せず、個性を生かす「技」の鍛え方、情報の扱い方、技術の伝え方など、あらゆる仕事の基となる基本思想とその技術、そして職場環境の変化に対応できる柔軟な職業能力を習得する手法を考える。厳しい時代をしなやかに生き抜くための実践的な仕事術を提案する。,1
教育力,齋藤孝 著,岩波書店,岩波新書,2007.1,9784004310587,990,https://books.rakuten.co.jp/rb/4277327/?rafcid=wsc_b_bs_1023124763673215282,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0587/9784004310587_1_2.jpg,教師に求められるものとは何か。あこがれの伝染としての教育、祝祭としての授業、社会に食い込む技術、さらには開かれた体、課題のゲーム化…。著者は数々の斬新な視点から、それを明らかにする。,1
